Review,deskripsi_negatif,deskripsi_netral,deskripsi_positif,harga_negatif,harga_netral,harga_positif,pengiriman_negatif,pengiriman_netral,pengiriman_positif,pelayanan_negatif,pelayanan_netral,pelayanan_positif,kualitas_negatif,kualitas_netral,kualitas_positif,lain-lain
tidak tebal astaga woy tidak realpuct gilaa tidak suai gambar ditampilkan hasil nyomot foto model adam wkwkwk tidak percaya lihat kata catat antar gatau jelek,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
wajib rawat pakai rk glow skincare cream bahan alamiah bahagia adam perempuan diatas aman badan busui loh bpom tuah cerah arah diwajah kerja cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
puas recomended hebat pelapak minggu ttp kirim barang murah tidak murah jahit rapi pertahankan kualitas dibanding rawis segitiga ribet baik pesan jilbab bdn suai tidak pendek terima seller nd,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
hijabnya cantik suka hijab instan hijab rekomendasi suai dmuka warna warna terima hwc kualitas produk baik produk original cepat kirim baik respon jual baik,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
suka model hijabnya suka model hijabnya sisa jahit mudah depannya rapihkan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
barang baik laras persis kaya gambar mantap,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
pesan produk dikirim produk kecewa kirim,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lumayan bagus bahan tebal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
benda bagus harga kualitas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
nilai disembunyikan kandung spam konten kurang koin ditarik nilai kualitas produk standar harga produk standar,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
barang suai pesan recommended seller inshallaah amanah terima seller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
barang kurang owner tidak tanggung,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kirim standar laden standar harga standar suai deskripsi standar,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
haloo review barangnya darat selamat aman tentang hijabnya oke bagus dingin terima nilai produk baik produk original harga produk baik cepat kirim baik,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
kemas seminggu chat direspon ehh barang dikirim cacat bahan tipis ukur kecil tali bergonya rusak tidak niat jual tidak jual,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
kualitas barang kurang baik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cukup cepat sblum tnggal estimasi sampek maantap,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kurang jilbab bergo maryam warna abu abu tua procces,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
barang tidak kirim,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bagus suai pesan suai harga lumayan terima,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
laras harga bagus dipakai laras harga bagus dipakai,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
hijabnya adiwarna suai muka harga tidak bohong,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
terima pesan diterima suai jual berkah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bagus harganya mahal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
murah tidak barang cacat cek kirim hiks,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
kainnya tipis cepak nilai produk kurang baik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
foto bergo dateng lumayan suai kirim standar respon seller standar harganya mahal,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
kirim lumayan cepat produk baik bahan tipis kemas lumayan rapi warna suai pesan bagus,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
harga segitu murah jilbabnya pendek belakangnya,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
nilai standar bahan jilbabnya tipis terawang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
baahanya adem bangget lembut nyaman suai muka ahj afeksi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
benda bagus oke suai deskripsi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bahan suai harga kecewa kemas trz dijalan,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
suka benda bagus corak tosca cenderung ki tua overall bagus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mayan kualitas produk standar harga produk standar,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
dananya tidak kilat respon bad service,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
suka bagus suai harga tida mengecewakn bagus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cantik jilban suka kualitas produk baik produk original harga produk baik cepat kirim baik respon jual baik,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
bagus bagus terima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ukur urai pnjang dpn dikirim kecil,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kerudung instant shalwa pesan laras nyaman dipakai jangkau,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
patut diapresiasi sellernya cepat respon ramah pakai packingnya cepat kirim cepat puas asli suai barangnya bungkusnya bagus mood nambah suai nerima paket bahan jilbab adem,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
bagus bagus jilbabnya bahannya bagus suai harganya kirim cepat,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
aneh kerudung lumayan nutupi dikiit sibak pendek rambut,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
goods barang bagus laras foto adem bahany terima jual,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
senang barang bagus jilbabnya bagus jahit rapi khayal terima admin barang diterima bagus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
suai harga warna ungunya gelap foto katalog,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kecil bangt jilbabx kaya sd tidak laras digambarx kemas,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
barangnya buka lumayan harga segitu belakangnya kurang,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
oke suka warna laras pesan materi halus kemas apik bnyakk,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
antar kerudung maroon bagus materi jahit apik pendek kerudung hitam beda materi maroon pendek kerudungnya,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bahan fleece babyterry teman-teman nyaman pastinya tebel cuss buru diorder tinggal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jilbabnya jreng warnanya bahannya dingin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kecil perut sedada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
puas barang suai description,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bagus biasa tidak suai foto tera,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
respon jual cepat produk nyaman bahan cukup tebal cocok wanita pakai syar kualitas produk baik,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
biasa barangnya lingkar muka besar suai tidak suai dimuka kendor tidak apa diakalin pakai peniti,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kemas pengirimn nyampeny minggu ttrus jilbabnya tidak tebal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
cukup puas gambar serut tali realitanya tidak list kanan kidal tali tidak,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barang bagus proses cepat barang,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
keren harga murah kilat sampainya,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
recommend kerudung seller santun hijabnya nyaman suka insyaallah terima kualitas produk bagus produk original harga produk baik kilat kirim baik respon jual baik,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
barang kecil muat kelas sd warna tipis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
suai hargalah kualitasnya hehehe seller mayan dirumah,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
oke paket peroleh baik laras pesan terima yaak,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
oke serpol awai ukur tidak laras foto kemas lambat kirim cepat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
pesan alpa pesan bergo maryam datengnya bgni,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
suka barang bagus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kualitas produk suai harga kualitas produk suai harga kualitas produk suai harga kualitas produk suai harga kualitas produk suai harga kualitas produk suai harga kualitas produk suai hargai kualitas produk baik produk original harga produk baik cepat baik respon jual baik,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
warna tidak suai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
puas barang baik cepat,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
kecil cocok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
terima barang cpat bungkus kurang rapi bahan lumayan bagus suai harga pndek,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ukur kerudung kecil ukur jilbab sd,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kerudung bahan tidak selembut dibayang mahal dng kualitas standar warna cetar kualitas barang standar,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ukur kerudung tidak suai deskripsi tidak suai gambar ukur ukur kecil ditingkatkan,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jumbo sisi cepak tidak siku beda gambar barang catat kecewa,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
barang dikirim pesan model campur dikirim kurang model lasercut belanja tinggal dicek dikirim,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
baik murah bagus cepat respon kirim,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
barang gambar beda kualitas produk kurang bagus,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dicoba enak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
benda bagus cepat barang bagus cepaat recomended,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
khimarx tipis terbang kena angin ckup dipakai dlm rumah ajah,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
biar bicara suai pesan gambar asli cepat,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
mantap benda suai pesan kurang kemas cukup rapi peroleh,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
kasik hitamnya pendek salah kirim modelnya kualitas produk standar harga produk standar cepat kirim standar respon jual standar,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
lumayan puas kainnya tipis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
harganya mahal standar,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
layernya kecewa layer luarnya kecil,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kirim cepat barangnya baik terima seller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
peroleh pesan diterima suai jual berkah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ucapkan janji janjinya harap harap endingnya dikecewakan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tidak suai foto asli gambar bahan tipis terawang murah pasang foto tidak suai kondisi barangnya kapok,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
barang bagus kualitas sip produk suai pesan harga jangkau harga flashdeal,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
biasa barangnya harga kualitas fungsi produk,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
barangnya kurang oke warna hitam dtang ungu adduuh,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
jilbab barang suai deskripsi bagus oke bangret,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tidak barangnya loh uangnya refund tidak pesan hitam itemnya tidak jilbab ciput rajut,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kecewa kecil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sesui hrg kualitas barang standar,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
hitam tidak suai pesann kecewa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
terima barangnya cepat barang kosong informasi variasi warna,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
barangnya kurang oke lambat seminggu,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ngasi angka tokonya chat tidak respon kemas,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
suai pesan bahannya bagus suai lh harganya trjangkau kecewa pesan tidak pesan bnyak,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
baik seusian warna dipesan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
kemas rapi paking rapin bagus barang lumayan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
blkgx pendek dpnx pnjg tidak imbang,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
puas bagus jilbabnya kilat sampainya,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
puas puas flash deal kerudung murah kwalitasnya bagus bebas ongkos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
bahanya tidak tebal rawang kena alir udara suai dipakai kerudungnya kebuka,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kerudung bagus bahan bagus lembut tidak kusut bagus bokok kerudung mutiara lepas sna penyok perhatikan bagus mutiara lepas pakai bagus kualitas barang baik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
barangnya tidak sesui mnta corak armi coksu ngirim corak kecil cocoknya sd,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jilbabnya baik belakangnya cepak suai harga segitu,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
nilai disembunyikan kandung spam konten kurang koin ditarik nilai harga produk standar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
barang bagus barang bagus respon kirim cepat mantapp,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
tidak terawang gede tidak suai mukaku alit,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kualitas produk baik jahit rapi kilat,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
kecewa kerudung tidak asli gambar kirim barang bermasalah kurirnya tidak kecewaa kualitas produk kurang baik produk tidak original harga produk kurang baik cepat kirim kurang baik respon jual kurang baik,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
barang bagus suka sihm pesan kecewa diskon suka terima seller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bagus bagus kerudung suai pesan wlw random bahan tipis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
senang kirim paket cepat produk lumapunyan harga sgtu,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
bagus bagus bagus bagus kirim cepat,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pashmina instan belle buru pashmina cocok tinggal pakai go away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
terima kasihh paketan darat selmat meakipun kemasnya,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tidak suai foto kecewa tidak layak jual kain tidak tebal ukur kecil bisanya dipakek umur blokir blokir tidak nol kualitas produk tidak bagus,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tidak terang warnanya terang talinya nyambung potong gpplah harga segitu,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
corak seri curcuma suka cuttingnya nutupi pipi tembem he nilai barang baik barang original harga barang baik cepat baik respon jual baik,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
barang bagus warna suai pesan barang bagus harga segitu,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
barang bagus terima shoope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
catat hitam tidak balikin jual percaya rugi tidak iklas lahir arwah tunggu akhirat ta tagi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mantap pesan puas disni respon cepat layan baik barang oke rekomendid,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
cepat respon owner ramah kirim cepat terima kualitas produk baik produk original harga produk baik cepat kirim baik respon jual baik,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
bagus flash jual ragu corak tidak milih bagus tidaknya oke corak tidak milih untungnya warna baju cocok peroleh jual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
suka bahan bagus jahit rapi nyaman dipakai harga suai produk kualitas produk baik produk original,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
admin slowrespon bahan pashmina bagus sayangnya cepak tidak sampirin pundak tlg panjangin min nilai produk kurang bagus cepat kirim kurang bagus respon jual kurang baik,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
barang bagus kemas rapi cepat puas,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
bahanya bagus apik stengah lipatanya say instanya lepit pucuk ternya tsetengah suai harga harga produk biasa,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jilbab bagus adek suka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
awai kerudungnya tidak simetris,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
buatvyg suka aga expetasi limpit deketan bagia blakangnya cepak kurang oke baik bahanya oke nilai barang standar cepat kirim standar,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
barang tidak dikirim konfirmasi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kirim kerudung disuruh serta jalan komplain tidak respon jual standar,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
oke afdal aman terima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
beda difoto layernya,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kerudungx kecill bahaan tipiis respon bagus,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
keren sukas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bagus senang recomended seller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
barang tidak asli gambar transparan kirim lambat,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
tidak rekomended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tidak kirim gambar vdeo barang ambil costumer barang bagus pngiriman oke pkonya tidak sesal kualitas produk baik produk original,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
barang bagus puas suai pesan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
kirim super cepat x kualitas suai harga warna milo gelap jatuhnya pramuka overall oke terima seller,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
oke benda suai pesan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
suka barang bagus jilbabnya bagus jahit rapi enak terima admin barang diterima baik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
datang cepat barang bagus tidak kecewa bahan oke kemas lucu tmptna suka pokonya kualitas barang baik produk original harga produk baik,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
jilbab cocok pakai dewasa krpendekan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
biasa barangnya kirim cepat pesan bahan material kerudung tidak suai spek deskripsi berbahan cotton berat hati seller perhati deskripsi barang jual,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
minta dichating oke oke datengnya tidak suai pesan request chattingan kecewaa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
awai kemas yaampun batalin cust corak coksunya muda dusty pink,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
barang bagus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bagus cantik rasa po cepat chat dibalas ramah recommended products and recommended seller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
tidak taunya pendek ngelawatin dada cak,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
puas barang sesuei catat,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bagus bahannya kualitas produk kurang bagus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ditunggu tunggu terima seller lengkap warna tidak salah bagus bahan lembut jahit oke recommended ragam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
catat ekspektasinya bakir pesan puas barg kirim pesan tidak adminnya awas yha biar customer ttep ekspektasi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
recomended recomended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
puas bahan baik lembut adem warna bagus cepat,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
warna tidak suai foto model suai layer jarang layer adi over all bagus kemas cantik respon jual baik,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bagus bagus suai pesan lucu rekomnded murah tidak cedera pokonya,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
kainnya beda beda jahit tidak suai talinya muka menceng murah tidak apa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bersih baik cocok ootd recommended seller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bagus warna trnyata habis tidak apa sellernya konfirmasi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
suka barang bagus harga kualitas laras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
bahannya tipis tidak suai gambar,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uda benda mmg baik kenapaa mala ngrasa krudung malaa alit nntik cek dn perbaiki kakk terimakasihh nilai produk biasa harga produk biasa cepat standar respon jual standar,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
bagus jarak layernya konsumen kurang puas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kecil asli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
barangnya bagus lainya lembut pinggirnya pendek,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cukup kainnya suai harga mutiaranya putul,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
bergo lumayan suai deskripsi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jilbab layer kecewa layer keatas tidak suai tidak layak kain benda pesan adam hl biaya insaf slh kecewa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
antar kemas rapi mkasihh kka somoga sukses kualitas produk bagus produk original cepat kirim baik respon jual baik,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
jilbab juragan kli kyak makek kyak gi tidak jahit,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kualitas produk baik harga produk baik kilat baik,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
shdjdkkekwkwkwksh kualitas produk standar harga produk standar cepat standar respon jual standar,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
kren pelapak sukses sukses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sukkaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bagus pastannya bagus laras pesan terima,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
pesennya khimar non pet warna hitam dikirimnya pashmina diamond warna dusty pink dichat gabales kecewa kosong chat tidak kirim,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kecewa kemas sampa cust cancel ajukan batal ditolak pke jahit tidak rapi bahan tipis murah ttp dikenal kecewa,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
lumayan puas bahan tidak tebal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bagus suai barang pesan mantap boss baik,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
kualitas produk baik kirim cepat terima seller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
alhamdulilahh suai ekspetasi dilancarkan rejekinya beli warna lainya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bahan suai harga pakai tidak gambar pendek warna aslinya abu,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kualitas baik harga segini kirim kendala ekspedisinya kainnya adem halus mengkilap bahan jersey nyaman hari terima sukses tingkat kualitasnya,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
suka barang bagus harga barang cak aman,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
bergo tipis kaya kecil tingkatkan kualitas bahan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bagus tidak komplain peroleh seller responsif terima,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bagus pesan lengkap tidak kurang salah cacat kemas cepat harga murah,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
bahannya bagus motifnya cantik kualitas produk baik produk original harga produk baik cepat kirim baik,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
baik mnta kirim ngsih pesan catat,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
barang bagus barang mantap harga murah suai,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
tipis laras harga mkasih,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
lumayan oke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jilbab lumayan tipis cocoknya pakai kecil soalx kecil,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
tipis terawang,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bahan adem tidak kusut jahit tali kurang kuat dipakai putus mesti dijahit ulang kualitas produk baik produk original harga produk baik cepat kirim baik respon jual baik,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
bagus suai foto kemas rapi bagus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kecewa produknya tipis bahannya bergo maryam jahit tidak rapi salur dimana pashmina didetail produk look jahit lasercut diterima sisinya lasercut kemas pakai kantong kresek biasa harga bawa kualitas,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
kualitas barang oke barang dikirim lengkap corak salem pink dateng corak oren saran brosur warna lengkap etalase biar warna warna kaya peroleh seller,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
baik murah gambar asli suka maroon nggk dikirim direfund benda catat,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
igccy ogcuv ogvu yvuv uvg v g b g ya phvuv ogchc ohvu oh ohc oycucp ouch v uc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jilbabnya bagus talinya jilbabnya tipis warnanya gap maronya kurang pekat nilai barang standar harga produk standar cepat kirim standar,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
suka barang bagus harga produk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bagus barang suai pesan bagus pokonya sukses,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
warna coklat susu dikirim warna keorenan kecewa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kirim bilangnya sore dikirim kerudung bahan diamondnya tipis suka dibagian tali lebar ngomong - ngomong,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
kirim klien suka kirim cepat insyaallah kualitas barang bagus produk original cepat kirim baik respon jual baik,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
jilbab kegedean talinya dibawah telinga,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tidak muat khusus kecil materi tipis kualitas barang tidak baik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
suai cuy okelah resseler jual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kemas bahan titpis suai harga bnyak benang berantak,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
bagus oke tidak foto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
